"Subject"	"Activity"	"tBodyAcc-mean()-X-avg"	"tBodyAcc-mean()-Y-avg"	"tBodyAcc-mean()-Z-avg"	"tBodyAcc-std()-X-avg"	"tBodyAcc-std()-Y-avg"	"tBodyAcc-std()-Z-avg"	"tGravityAcc-mean()-X-avg"	"tGravityAcc-mean()-Y-avg"	"tGravityAcc-mean()-Z-avg"	"tGravityAcc-std()-X-avg"	"tGravityAcc-std()-Y-avg"	"tGravityAcc-std()-Z-avg"	"tBodyAccJerk-mean()-X-avg"	"tBodyAccJerk-mean()-Y-avg"	"tBodyAccJerk-mean()-Z-avg"	"tBodyAccJerk-std()-X-avg"	"tBodyAccJerk-std()-Y-avg"	"tBodyAccJerk-std()-Z-avg"	"tBodyGyro-mean()-X-avg"	"tBodyGyro-mean()-Y-avg"	"tBodyGyro-mean()-Z-avg"	"tBodyGyro-std()-X-avg"	"tBodyGyro-std()-Y-avg"	"tBodyGyro-std()-Z-avg"	"tBodyGyroJerk-mean()-X-avg"	"tBodyGyroJerk-mean()-Y-avg"	"tBodyGyroJerk-mean()-Z-avg"	"tBodyGyroJerk-std()-X-avg"	"tBodyGyroJerk-std()-Y-avg"	"tBodyGyroJerk-std()-Z-avg"	"tBodyAccMag-mean()-avg"	"tBodyAccMag-std()-avg"	"tGravityAccMag-mean()-avg"	"tGravityAccMag-std()-avg"	"tBodyAccJerkMag-mean()-avg"	"tBodyAccJerkMag-std()-avg"	"tBodyGyroMag-mean()-avg"	"tBodyGyroMag-std()-avg"	"tBodyGyroJerkMag-mean()-avg"	"tBodyGyroJerkMag-std()-avg"	"fBodyAcc-mean()-X-avg"	"fBodyAcc-mean()-Y-avg"	"fBodyAcc-mean()-Z-avg"	"fBodyAcc-std()-X-avg"	"fBodyAcc-std()-Y-avg"	"fBodyAcc-std()-Z-avg"	"fBodyAccJerk-mean()-X-avg"	"fBodyAccJerk-mean()-Y-avg"	"fBodyAccJerk-mean()-Z-avg"	"fBodyAccJerk-std()-X-avg"	"fBodyAccJerk-std()-Y-avg"	"fBodyAccJerk-std()-Z-avg"	"fBodyGyro-mean()-X-avg"	"fBodyGyro-mean()-Y-avg"	"fBodyGyro-mean()-Z-avg"	"fBodyGyro-std()-X-avg"	"fBodyGyro-std()-Y-avg"	"fBodyGyro-std()-Z-avg"	"fBodyAccMag-mean()-avg"	"fBodyAccMag-std()-avg"	"fBodyBodyAccJerkMag-mean()-avg"	"fBodyBodyAccJerkMag-std()-avg"	"fBodyBodyGyroMag-mean()-avg"	"fBodyBodyGyroMag-std()-avg"	"fBodyBodyGyroJerkMag-mean()-avg"	"fBodyBodyGyroJerkMag-std()-avg"
1	"LAYING"	0.279536213763948	0.0217000886183405	0.113680721224464	0.9645358050701	0.948531531886981	0.948747674315594	0.284662467961373	0.71157408058226	0.577494796915594	0.955906893619456	0.971563087856938	0.960428856792561	0.0800221561095851	0.0219481248357511	0.0218341793997067	0.979814453619456	0.971098598555079	0.979837644320458	0.0363401466853843	0.0994815235373963	0.120801498164521	0.965673115537911	0.963415040701001	0.964200759756795	0.103728997319886	0.0414892471088112	0.0643848397828326	0.973969683118741	0.979527157038627	0.983547448183119	0.951557034542203	0.944011827197425	0.951557034542203	0.944011827197425	0.979529332775393	0.973616263261803	0.942295152818312	0.939061200288984	0.982154530643777	0.973906832188841	0.969283279656652	0.956165526811159	0.960504112389127	0.96308799239628	0.947842817855508	0.946720124925608	0.979743035436338	0.971394464492132	0.976894283462089	0.981801072260372	0.972935288669528	0.981411873719599	0.960398335477396	0.96663671769671	0.964119075665236	0.967847367639485	0.962135424005722	0.967560602188841	0.952883464088698	0.946014774174535	0.974083525236051	0.972041591959943	0.951917267854077	0.940774164283262	0.975729968426323	0.973281946895565
2	"LAYING"	0.279151133656549	0.0339606466218892	0.121161938713602	0.960741912632242	0.946043388968514	0.947422388671285	0.428154096719144	0.658896597874055	0.71795544374937	0.943729788400504	0.961740552984761	0.950453503880353	0.0823765642288413	0.0274787858919018	0.0270423912513867	0.983488187178841	0.97643663884131	0.982703664559194	0.0425646568016877	0.0967735425115869	0.129492082610831	0.970908297329975	0.966507700163728	0.964845898853904	0.101834141552393	0.0389437237215995	0.0652646250918136	0.981742902997481	0.983586398564232	0.98790640290932	0.935502844094458	0.93142641252267	0.935502844094458	0.93142641252267	0.982566586725441	0.979898746146096	0.938445369445844	0.945765273287154	0.985673264382872	0.982042396599496	0.968293799282116	0.95338645456927	0.960039070579345	0.958234855982368	0.94547124584131	0.94526313821801	0.983226688413098	0.976428924282116	0.980255589105793	0.985364281309824	0.978243567153652	0.983774383186398	0.968137260768262	0.9718078252267	0.967128732921914	0.972062482279597	0.964168280994962	0.96746936395466	0.947010493921914	0.933000814560453	0.979720439584383	0.979135864924433	0.960638180352645	0.946224903463476	0.982680494118388	0.982263331032746
3	"LAYING"	0.278442559924242	0.0192175057393939	0.102572132224242	0.979375209924242	0.957891632045455	0.96546924780303	0.296368700833333	0.781683920606061	0.590922289621212	0.980948726969697	0.985300913030303	0.974600639848485	0.0760470124621212	0.0169655101447727	0.0153671407845492	0.979068044015152	0.969951131818182	0.980727491136364	0.032146173167803	0.0765915145113636	0.114585438871212	0.974077531818182	0.971316830606061	0.966360520378788	0.101228591128788	0.0402850854522727	0.0638761919090909	0.982156699621212	0.983365790530303	0.981975716287879	0.971220926969697	0.962070306439394	0.971220926969697	0.962070306439394	0.97935107719697	0.972685460530303	0.957249689924242	0.952678543560606	0.985850709848485	0.979447225984848	0.977549755378788	0.960535895151515	0.969387365151515	0.980166804848485	0.958507223181818	0.9653520975	0.978590694318182	0.970313413939394	0.977271627121212	0.981652686060606	0.971781231515152	0.982953384924242	0.971027302954545	0.972834117954545	0.965118309469697	0.975192022272727	0.970722768106061	0.96987781530303	0.964101230984848	0.966070759318182	0.972767605606061	0.97147786280303	0.963215612651515	0.953958382651515	0.980854129318182	0.978810107651515
4	"LAYING"	0.273571564240741	0.0177519291944444	0.110688150314815	0.954193738888889	0.941714042407407	0.962667314814815	0.420664662222222	0.915165104259259	0.341531310555556	0.929658760740741	0.969816635740741	0.976176608888889	0.0934494217777778	0.0218165750248704	0.016202623287037	0.978302781111111	0.942209488333333	0.978511984259259	0.0405373633166667	0.0930128180759259	0.169720404092593	0.973102422222222	0.961109291851852	0.962073755	0.105019877685185	0.0396723454074074	0.0716482260185185	0.975103204259259	0.986855629814815	0.983965359814815	0.954557603148148	0.931292216611111	0.954557603148148	0.931292216611111	0.970095771666667	0.960786430740741	0.930236462592593	0.947031781666667	0.985068502037037	0.982698213703704	0.958802077592593	0.938883374444444	0.967504278888889	0.952464881481481	0.946380971111111	0.962154454259259	0.978542457407407	0.943969987222222	0.975383329444444	0.980079292592593	0.944366881666667	0.980261236296296	0.967203736481482	0.972187839074074	0.961479262592593	0.975094739444444	0.956182500185185	0.965807466666667	0.939389701296296	0.937187975962963	0.96228712537037	0.958037119259259	0.961556660185185	0.947100325185185	0.983609073333333	0.982543631666667
5	"LAYING"	0.278334325576923	0.0183042123269231	0.107937603673077	0.965934509615385	0.969295613269231	0.968562516346154	0.483470597692308	0.954890346153846	0.263644691923077	0.945695336153846	0.985964053846154	0.977076645	0.0848164824230769	0.0144726245384615	0.0107604013646154	0.983307862115385	0.964560430961538	0.985419368461538	0.0304267001036538	0.0819761064615385	0.159894366942308	0.979498706538461	0.977427370576923	0.960583776923077	0.102114125	0.0405188453557692	0.07083096875	0.983422257692308	0.983759479230769	0.989679592307692	0.966777882884615	0.958612786346154	0.966777882884615	0.958612786346154	0.980141253846154	0.977477145384615	0.946938300576923	0.958287921923077	0.9864194225	0.98377138	0.968741678461538	0.965419520961538	0.977007724615385	0.964953893653846	0.972909186730769	0.965882191153846	0.982689657115385	0.965328566153846	0.983250309423077	0.985625270384615	0.96624258	0.986135599038461	0.975797491730769	0.978249645769231	0.963202948461538	0.980705769807692	0.977257800961538	0.963305738076923	0.962234984038462	0.962525369423077	0.977356379807692	0.976381934807692	0.968257068846154	0.959263063269231	0.984618025769231	0.983434493076923
6	"LAYING"	0.291501714175439	0.0208835081298246	0.133119570368421	0.934049422052632	0.924644826385965	0.925216100350877	0.47670987877193	0.956593814210526	0.184888923803509	0.936228163333333	0.959161956491228	0.928130738421053	0.0979936425789474	0.0278259538659649	0.0267931312807018	0.966341054736842	0.933674494385965	0.959646055263158	0.044765321945614	0.112263994352632	0.179102058245614	0.955378225087719	0.943634949473684	0.939141878596491	0.111267284631579	0.0452944568533333	0.0736308960350877	0.939611608245614	0.958628819649123	0.959579071578947	0.918878850824561	0.92448425368421	0.918878850824561	0.92448425368421	0.954750504912281	0.950341934385965	0.908980174736842	0.920914497017544	0.955645738245614	0.953157001578947	0.939114254210526	0.923706791403509	0.938044912280702	0.932462941461404	0.929711219929825	0.924004748421053	0.967072436842105	0.936043420175439	0.954425844736842	0.968619159473684	0.935717452807018	0.963567540877193	0.935439769649123	0.941771544385965	0.932636612807018	0.962164978596491	0.945365097894737	0.947136774385965	0.920330884859649	0.926778533508772	0.948655471052632	0.951552664035088	0.930153639473684	0.928694890175439	0.953695957368421	0.955504654561404
7	"LAYING"	0.276859240576923	0.0262663763461538	0.103641472538462	0.93651361	0.926262668653846	0.952978365961539	0.502814250576923	0.393444278076923	0.907537823461538	0.928551117980769	0.955543549230769	0.961908984423077	0.0968904018076923	0.0317885831365385	0.0228444349859615	0.980977756153846	0.973093160192308	0.972983064230769	0.0395451762001923	0.133605695057692	0.155920029769231	0.9601268225	0.945071935384615	0.955294890576923	0.105944243484615	0.0385666601096154	0.0726073316538462	0.9738372325	0.976483727307692	0.988871878269231	0.936392023846154	0.914482636461538	0.936392023846154	0.914482636461538	0.980127239615385	0.967310932307692	0.915793634807692	0.918662459038462	0.983008829038462	0.971205137884615	0.953424245576923	0.942193953846154	0.958611644615385	0.931120580576923	0.922917902307692	0.953380646346154	0.980393046923077	0.972531648846154	0.969524977692308	0.983560175384615	0.975886145	0.975072995192308	0.953684547692308	0.957570207692308	0.956905310961538	0.962348254423077	0.939727873653846	0.9588764125	0.927976880634615	0.913742793573077	0.968066259230769	0.965359228076923	0.941130719230769	0.918892518653846	0.974117912115385	0.969403035384615
8	"LAYING"	0.277626980796296	0.0231918605637037	0.110638441537037	0.94304121537037	0.93489116	0.932491454407407	0.405930036111111	0.589922434814815	0.719831539259259	0.927247821222222	0.957990036481482	0.943971752740741	0.0878326902592593	0.0273228608751852	0.0305668593196296	0.973253042222222	0.976520952037037	0.96608757462963	0.0508700885611111	0.1031084456	0.13818830737037	0.965204017592593	0.952039385740741	0.96758975462963	0.106445008314815	0.0427994840907407	0.0694123150925926	0.969924077407407	0.974186451851852	0.987601203703704	0.935308633888889	0.924437675925926	0.935308633888889	0.924437675925926	0.97314748962963	0.962954517222222	0.924253348518518	0.932470764444444	0.978438191296296	0.969029111666667	0.953538563888889	0.951816663703704	0.944269514074074	0.940125298333333	0.931236756962963	0.931146497518519	0.973110596111111	0.975877437407407	0.962111136666667	0.975959911481481	0.979170881666667	0.968699222962963	0.957903886111111	0.957411160185185	0.967461239074074	0.967846360740741	0.950316470925926	0.970671966481481	0.933738514481481	0.923356970574074	0.961792852407407	0.963791094259259	0.944528950555556	0.93678697	0.968403945925926	0.971793279814815
9	"LAYING"	0.2758463472	0.021956576058	0.10754972144	0.94233309	0.9162927764	0.9407072854	0.5802528348	0.3059187578	0.9578730416	0.9435057246	0.9699944882	0.9712046902	0.08807344764	0.028111613626	0.0182926260544	0.9647404702	0.9639966798	0.958562455	0.03495182702	0.159181284302	0.106379223078	0.9422465098	0.9266185314	0.9615953704	0.10384667982	0.036447860384	0.0569490475	0.945329035	0.9621702422	0.9770761602	0.9308684376	0.91832217224	0.9308684376	0.91832217224	0.9633745492	0.9550268052	0.9071250998	0.8985578738	0.964524819	0.9528015598	0.946865494	0.9343665984	0.9459190006	0.9409810272	0.9128367508	0.9419711636	0.964304065	0.9640828062	0.955909215	0.9686013042	0.966634136	0.9597147176	0.930297921	0.9345796594	0.9598150092	0.9463891504	0.9231319366	0.965686312	0.9266042952	0.922264227206	0.9543205856	0.9550947122	0.9186053356	0.9034005814	0.9558062546	0.9522904702
1	"SITTING"	0.274984190896825	0.0210361436093492	0.10983520682873	0.984665198444444	0.939224141426984	0.952133389	0.862998803301587	0.188028770023651	0.21486960312673	0.980774192111111	0.958058396612698	0.958128925806349	0.0768582403607937	0.0267580839733254	0.0226140081535378	0.987343665380952	0.978227730761905	0.985579878285714	0.0402132082014286	0.0981101445119048	0.116935584828317	0.984792646333333	0.972488997444444	0.962276750301587	0.0952587094063492	0.0425987396704286	0.0563121145235556	0.990434392825397	0.989766953587302	0.987174224698413	0.960966641904762	0.948071170809524	0.960966641904762	0.948071170809524	0.985529394634921	0.983310028253968	0.950688084190476	0.956794858031746	0.991198858015873	0.988796343222222	0.984890654095238	0.95204726111746	0.964759011304762	0.984677012365079	0.936535907109524	0.948833846533333	0.987552598349206	0.978321815047619	0.983226154507936	0.988285094476191	0.979776333634921	0.986556381190476	0.982282438301587	0.977232061825397	0.965268691269841	0.985671156047619	0.970227440968254	0.964865593444444	0.958657152731746	0.94953615375873	0.983292653142857	0.982246717761905	0.969046851587302	0.956754933730159	0.989446137492063	0.988471666444444
